filename,width,height,class,xmin,ymin,xmax,ymax
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_3.jpg,1080,1080,semipellet,605,886,614,898
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,571,760,584,773
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,595,741,607,753
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,606,708,618,720
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,619,699,631,712
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,652,699,664,710
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,657,704,669,716
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,668,696,678,705
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,690,722,699,732
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,700,730,711,741
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,713,781,724,793
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,721,783,731,793
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,725,772,737,783
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,711,755,721,765
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,630,721,641,733
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,635,713,647,724
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,636,828,645,838
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,630,821,643,832
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,640,820,650,831
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,646,803,657,813
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,373,783,386,795
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,334,750,345,761
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,347,746,357,756
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,330,738,341,749
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,296,743,309,756
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,302,738,312,751
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,608,813,619,826
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,603,804,615,818
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,606,795,616,805
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,567,806,579,819
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,645,845,655,854
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,657,833,668,844
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,600,814,612,826
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,772,791,782,804
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,797,766,808,779
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,467,834,481,846
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,478,833,489,844
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,497,819,511,834
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,370,801,381,813
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,380,791,393,804
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,338,816,347,825
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,338,801,349,812
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,347,798,356,809
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,339,784,349,795
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,344,779,355,791
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,463,873,474,885
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,474,865,484,875
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,471,884,482,895
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,484,875,495,886
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,489,892,500,905
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,509,883,521,894
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,517,878,527,889
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,517,892,528,902
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,526,877,537,888
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,521,864,533,876
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,609,839,621,855
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,689,837,706,853
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,700,841,708,850
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,709,841,719,851
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,715,838,727,851
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,710,797,722,810
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,674,807,685,818
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,683,802,692,811
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,692,790,704,802
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,610,871,622,882
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,578,848,589,860
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,437,865,449,876
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,373,862,386,876
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,742,861,756,876
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,336,828,350,841
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,310,845,320,855
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,312,834,322,844
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,546,894,559,909
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,769,841,777,850
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,774,831,791,847
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,773,828,782,837
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,568,910,577,919
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,565,901,575,912
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,660,790,671,801
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,670,785,682,795
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,700,746,712,758
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,668,756,679,768
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,576,812,587,823
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,586,802,598,814
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,721,826,735,839
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,733,817,744,827
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,89,500,102,513
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,130,636,140,645
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,169,749,181,762
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,147,711,157,722
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,155,709,166,717
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,307,818,318,828
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,291,856,302,866
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,302,851,313,861
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,131,652,144,662
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,539,852,548,861
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,439,903,449,913
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,452,896,461,907
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,376,882,386,890
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,656,728,669,743
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,672,818,684,830
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,686,816,694,825
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,691,815,701,827
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,844,685,857,698
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,808,779,819,790
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,819,768,831,782
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,855,702,869,723
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,707,775,719,787
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,660,847,672,859
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,701,860,713,872
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,330,858,343,870
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,352,792,364,808
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,320,809,329,818
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,643,869,651,881
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,626,906,641,918
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,624,899,633,910
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,821,797,836,814
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,826,783,840,800
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,836,784,850,798
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,842,780,850,789
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,718,761,730,773
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,391,904,404,920
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,478,915,488,927
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,491,910,501,920
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,498,898,509,908
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,670,710,682,720
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,637,743,649,756
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,505,924,517,935
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,454,914,467,924
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,532,898,545,909
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,353,873,368,888
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,623,856,634,870
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,680,896,690,909
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,pellet,615,925,628,938
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,632,885,642,896
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,602,787,613,798
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,779,846,789,857
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,458,901,470,913
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,567,886,577,895
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,578,783,590,795
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,568,839,580,851
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,829,769,840,780
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,837,768,847,780
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,579,869,590,880
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,578,898,591,910
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,408,912,419,923
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_4.jpg,1080,1080,semipellet,673,865,683,877
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_5.jpg,1080,1080,semipellet,464,753,477,765
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_5.jpg,1080,1080,semipellet,495,746,506,758
F__aug_2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg_5.jpg,1080,1080,semipellet,519,722,531,733
